x y
992.9827432050549 1398.6940894339164
906.333722510122 715.6133590411285
1495.5075688708748 306.6969990667949
990.1078947934324 1407.4776524168028
704.8125108265481 1196.5379201499668
719.9578851383401 1190.629619680276
1489.1721541393435 285.95323421749566
503.83777837255053 1505.035647583548
998.6196217797713 1405.7779674472597
91.53419289065437 397.1416537334416
93.78746402556688 395.08684246414754
886.5667587078497 699.6289490225173
494.2416233994336 1502.2756569847138
711.2174356608454 1211.5836546974413
691.9957455018039 1211.9337728921394
387.1844937001555 1003.9445684849603
485.0754870003589 1504.853138468794
496.437503191753 1488.609502492232
703.5441579421134 1193.7666797062664
1000.010885883436 1389.2882805583647
1513.8445062288938 295.6811020583089
122.36440124853992 381.93210813076263
96.67870898099227 390.4695161359593
109.05687483706467 392.3561207717972
707.6165400676001 1198.034295619233
1498.5213690584462 302.93769998345226
714.6722343419516 1209.1341502016776
892.8836440941578 702.6120874836907
490.897325036359 1512.007202653642
899.3439796063066 701.8089378623357
1502.4945723699784 298.8383285991825
702.8169565424467 1188.4501998092856
901.300917769785 692.6913630623934
103.57685807315846 382.0703484961337
1504.0593596707422 300.95402367696346
1019.5325254817692 1403.3750470158604
497.8427012225457 1510.70655604381
386.5453502890774 1009.3261458058612
1497.5867821905892 298.6436892099452
703.2540305243136 1216.1951140124029
1515.8668858804842 285.33648439536813
998.1728865502067 1412.2416548106214
93.64818093202841 394.0264269399363
105.46305431399178 402.7633302087917
395.7963731521338 996.9138126654788
401.9468941499844 995.497691412541
499.25853929462903 1493.6380920445333
91.08978028454229 391.70589795079894
1001.7865065879623 1408.4640462460738
999.6295268017047 1426.5868311627714
101.49260334560508 400.42940106683574
506.18881941859587 1503.0682308048522
404.29133769233255 998.9572527817782
920.6791383052783 700.9829220010636
398.3264719799198 1005.2574889374677
900.2307946199136 688.7635120943671
894.8223041022603 694.2697093969409
1500.9081277941762 293.2727690662761
909.7364014375573 701.7799225925045
398.0430853395248 996.2477784198783
1485.4323845581976 301.33582502439384
404.2396090794321 1002.4311591989953
476.2190549891347 1496.7656609020773
886.9847404209653 682.4753239894806
719.3281550010566 1191.36175299857
408.1481682246225 1012.0570050796977
395.2625590993875 1002.9323793066741
994.8169684268421 1407.4948126100978
993.4675591634485 1389.522156580499
498.5684731804236 1516.4208993915297
